,entry_time,exit_time,ce_price,pe_price,ce_hit_time,pe_hit_time,sl,utsl,ce_pnl,pe_pnl,total_pnl
trade_2365,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,2024-07-15 10:41:00,,20,40,-17.980000000000004,-35.05000000000001,-53.030000000000015
trade_2366,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,2024-07-15 10:41:00,,20,50,-17.980000000000004,-35.05000000000001,-53.030000000000015
trade_2367,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,,,40,30,12.099999999999994,-35.05000000000001,-22.950000000000017
trade_2368,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,,,40,40,12.099999999999994,-35.05000000000001,-22.950000000000017
trade_2369,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,,,40,50,12.099999999999994,-35.05000000000001,-22.950000000000017
trade_2370,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,,,40,30,12.099999999999994,-35.05000000000001,-22.950000000000017
trade_2371,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,,,40,40,12.099999999999994,-35.05000000000001,-22.950000000000017
trade_2372,2024-07-15 09:40:00,2024-07-15 15:25:00,89.9,129.05,,,40,50,12.099999999999994,-35.05000000000001,-22.950000000000017
trade_2373,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,2024-07-16 10:40:00,,20,30,-20.810000000000002,-29.699999999999996,-50.51
trade_2374,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,2024-07-16 10:40:00,,20,40,-20.810000000000002,-29.699999999999996,-50.51
trade_2375,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,2024-07-16 10:40:00,,20,50,-20.810000000000002,-29.699999999999996,-50.51
trade_2376,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,,,40,30,-20.200000000000003,-29.699999999999996,-49.9
trade_2377,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,,,40,40,-20.200000000000003,-29.699999999999996,-49.9
trade_2378,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,,,40,50,-20.200000000000003,-29.699999999999996,-49.9
trade_2379,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,,,40,30,-20.200000000000003,-29.699999999999996,-49.9
trade_2380,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,,,40,40,-20.200000000000003,-29.699999999999996,-49.9
trade_2381,2024-07-16 09:20:00,2024-07-16 15:25:00,104.05,81.05,,,40,50,-20.200000000000003,-29.699999999999996,-49.9
trade_2382,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,2024-07-16 10:40:00,,20,30,-21.55000000000001,-22.9,-44.45000000000001
trade_2383,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,2024-07-16 10:40:00,,20,40,-21.55000000000001,-22.9,-44.45000000000001
trade_2384,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,2024-07-16 10:40:00,,20,50,-21.55000000000001,-22.9,-44.45000000000001
trade_2385,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,,,40,30,-23.900000000000006,-22.9,-46.800000000000004
trade_2386,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,,,40,40,-23.900000000000006,-22.9,-46.800000000000004
trade_2387,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,,,40,50,-23.900000000000006,-22.9,-46.800000000000004
trade_2388,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,,,40,30,-23.900000000000006,-22.9,-46.800000000000004
trade_2389,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,,,40,40,-23.900000000000006,-22.9,-46.800000000000004
trade_2390,2024-07-16 09:40:00,2024-07-16 15:25:00,107.75,74.25,,,40,50,-23.900000000000006,-22.9,-46.800000000000004
trade_2391,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:44:00,2024-07-18 09:25:00,20,30,7.0,-14.040000000000006,-7.040000000000006
trade_2392,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:44:00,2024-07-18 09:25:00,20,40,7.0,-14.040000000000006,-7.040000000000006
trade_2393,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:44:00,2024-07-18 09:25:00,20,50,28.1,-14.040000000000006,14.059999999999995
trade_2394,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:45:00,2024-07-18 11:14:00,40,30,-14.36,16.25,1.8900000000000006
trade_2395,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:45:00,2024-07-18 11:14:00,40,40,-14.36,16.25,1.8900000000000006
trade_2396,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:45:00,2024-07-18 11:14:00,40,50,-14.36,23.049999999999997,8.689999999999998
trade_2397,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:45:00,2024-07-18 11:14:00,40,30,-14.36,16.25,1.8900000000000006
trade_2398,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:45:00,2024-07-18 11:14:00,40,40,-14.36,16.25,1.8900000000000006
trade_2399,2024-07-18 09:20:00,2024-07-18 15:25:00,35.9,70.2,2024-07-18 09:45:00,2024-07-18 11:14:00,40,50,-14.36,23.049999999999997,8.689999999999998
trade_2400,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:14:00,20,30,-4.219999999999999,14.75,10.530000000000001
trade_2401,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:14:00,20,40,-4.219999999999999,14.75,10.530000000000001
trade_2402,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:14:00,20,50,-4.219999999999999,14.75,10.530000000000001
trade_2403,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:34:00,40,30,-8.439999999999998,14.75,6.310000000000002
trade_2404,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:34:00,40,40,-8.439999999999998,14.75,6.310000000000002
trade_2405,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:34:00,40,50,-8.439999999999998,14.75,6.310000000000002
trade_2406,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:34:00,40,30,-8.439999999999998,14.75,6.310000000000002
trade_2407,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:34:00,40,40,-8.439999999999998,14.75,6.310000000000002
trade_2408,2024-07-18 09:40:00,2024-07-18 15:25:00,21.1,78.5,2024-07-18 09:41:00,2024-07-18 11:34:00,40,50,-8.439999999999998,14.75,6.310000000000002
trade_2409,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 10:48:00,20,30,-80.65,-49.39999999999998,-130.04999999999998
trade_2410,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 10:48:00,20,40,-80.65,-49.39999999999998,-130.04999999999998
trade_2411,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 10:48:00,20,50,-80.65,-49.39999999999998,-130.04999999999998
trade_2412,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 13:12:00,40,30,-80.65,-98.80000000000001,-179.45000000000002
trade_2413,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 13:12:00,40,40,-80.65,-98.80000000000001,-179.45000000000002
trade_2414,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 13:12:00,40,50,-80.65,-98.80000000000001,-179.45000000000002
trade_2415,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 13:12:00,40,30,-80.65,-98.80000000000001,-179.45000000000002
trade_2416,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 13:12:00,40,40,-80.65,-98.80000000000001,-179.45000000000002
trade_2417,2024-07-19 09:20:00,2024-07-19 15:25:00,204.9,247.0,,2024-07-19 13:12:00,40,50,-80.65,-98.80000000000001,-179.45000000000002
trade_2418,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 10:16:00,20,30,-79.15,-48.119999999999976,-127.26999999999998
trade_2419,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 10:16:00,20,40,-79.15,-48.119999999999976,-127.26999999999998
trade_2420,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 10:16:00,20,50,-79.15,-48.119999999999976,-127.26999999999998
trade_2421,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 11:50:00,40,30,-79.15,-96.23999999999998,-175.39
trade_2422,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 11:50:00,40,40,-79.15,-96.23999999999998,-175.39
trade_2423,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 11:50:00,40,50,-79.15,-96.23999999999998,-175.39
trade_2424,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 11:50:00,40,30,-79.15,-96.23999999999998,-175.39
trade_2425,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 11:50:00,40,40,-79.15,-96.23999999999998,-175.39
trade_2426,2024-07-19 09:40:00,2024-07-19 15:25:00,203.4,240.6,,2024-07-19 11:50:00,40,50,-79.15,-96.23999999999998,-175.39
trade_2427,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 09:41:00,,20,30,-46.89999999999998,-58.349999999999994,-105.24999999999997
trade_2428,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 09:41:00,,20,40,-46.89999999999998,-58.349999999999994,-105.24999999999997
trade_2429,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 09:41:00,,20,50,-46.89999999999998,-58.349999999999994,-105.24999999999997
trade_2430,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 10:25:00,,40,30,-93.80000000000001,-58.349999999999994,-152.15
trade_2431,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 10:25:00,,40,40,-93.80000000000001,-58.349999999999994,-152.15
trade_2432,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 10:25:00,,40,50,-93.80000000000001,-58.349999999999994,-152.15
trade_2433,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 10:25:00,,40,30,-93.80000000000001,-58.349999999999994,-152.15
trade_2434,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 10:25:00,,40,40,-93.80000000000001,-58.349999999999994,-152.15
trade_2435,2024-07-22 09:20:00,2024-07-22 15:25:00,234.5,225.5,2024-07-22 10:25:00,,40,50,-93.80000000000001,-58.349999999999994,-152.15
trade_2436,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,2024-07-22 10:25:00,,20,30,-44.89999999999998,-28.350000000000023,-73.25
trade_2437,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,2024-07-22 10:25:00,,20,40,-44.89999999999998,-28.350000000000023,-73.25
trade_2438,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,2024-07-22 10:25:00,,20,50,-44.89999999999998,-28.350000000000023,-73.25
trade_2439,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,,,40,30,-6.099999999999994,-28.350000000000023,-34.45000000000002
trade_2440,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,,,40,40,-6.099999999999994,-28.350000000000023,-34.45000000000002
trade_2441,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,,,40,50,-6.099999999999994,-28.350000000000023,-34.45000000000002
trade_2442,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,,,40,30,-6.099999999999994,-28.350000000000023,-34.45000000000002
trade_2443,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,,,40,40,-6.099999999999994,-28.350000000000023,-34.45000000000002
trade_2444,2024-07-22 09:40:00,2024-07-22 15:25:00,224.5,239.8,,,40,50,-6.099999999999994,-28.350000000000023,-34.45000000000002
trade_2445,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 09:59:00,20,30,-119.1,-39.74000000000001,-158.84
trade_2446,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 09:59:00,20,40,-119.1,-39.74000000000001,-158.84
trade_2447,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 09:59:00,20,50,-119.1,-39.74000000000001,-158.84
trade_2448,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 12:17:00,40,30,-119.1,-79.48000000000002,-198.58
trade_2449,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 12:17:00,40,40,-119.1,-79.48000000000002,-198.58
trade_2450,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 12:17:00,40,50,-119.1,-79.48000000000002,-198.58
trade_2451,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 12:17:00,40,30,-119.1,-79.48000000000002,-198.58
trade_2452,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 12:17:00,40,40,-119.1,-79.48000000000002,-198.58
trade_2453,2024-07-23 09:20:00,2024-07-23 15:25:00,211.7,198.7,,2024-07-23 12:17:00,40,50,-119.1,-79.48000000000002,-198.58
trade_2454,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 10:03:00,20,30,-123.80000000000001,-42.99000000000001,-166.79000000000002
trade_2455,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 10:03:00,20,40,-123.80000000000001,-42.99000000000001,-166.79000000000002
trade_2456,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 10:03:00,20,50,-123.80000000000001,-42.99000000000001,-166.79000000000002
trade_2457,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 12:17:00,40,30,-123.80000000000001,-85.98000000000002,-209.78000000000003
trade_2458,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 12:17:00,40,40,-123.80000000000001,-85.98000000000002,-209.78000000000003
trade_2459,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 12:17:00,40,50,-123.80000000000001,-85.98000000000002,-209.78000000000003
trade_2460,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 12:17:00,40,30,-123.80000000000001,-85.98000000000002,-209.78000000000003
trade_2461,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 12:17:00,40,40,-123.80000000000001,-85.98000000000002,-209.78000000000003
trade_2462,2024-07-23 09:40:00,2024-07-23 15:25:00,216.4,214.95,,2024-07-23 12:17:00,40,50,-123.80000000000001,-85.98000000000002,-209.78000000000003
trade_2463,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,2024-07-24 09:35:00,2024-07-24 09:39:00,20,30,-25.58999999999999,29.25,3.660000000000011
trade_2464,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,2024-07-24 09:35:00,2024-07-24 09:39:00,20,40,-25.58999999999999,30.64999999999999,5.060000000000002
trade_2465,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,2024-07-24 09:35:00,2024-07-24 09:39:00,20,50,-25.58999999999999,42.94999999999999,17.36
trade_2466,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,,2024-07-24 09:40:00,40,30,-43.8,-33.86,-77.66
trade_2467,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,,2024-07-24 09:40:00,40,40,-43.8,-33.86,-77.66
trade_2468,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,,2024-07-24 09:40:00,40,50,-43.8,-33.86,-77.66
trade_2469,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,,2024-07-24 09:40:00,40,30,-43.8,-33.86,-77.66
trade_2470,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,,2024-07-24 09:40:00,40,40,-43.8,-33.86,-77.66
trade_2471,2024-07-24 09:20:00,2024-07-24 15:25:00,127.95,84.65,,2024-07-24 09:40:00,40,50,-43.8,-33.86,-77.66
trade_2472,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:16:00,2024-07-24 12:07:00,20,30,-20.939999999999998,45.95,25.010000000000005
trade_2473,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:16:00,2024-07-24 12:07:00,20,40,-20.939999999999998,45.95,25.010000000000005
trade_2474,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:16:00,2024-07-24 12:07:00,20,50,-20.939999999999998,62.000000000000014,41.06000000000002
trade_2475,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:54:00,2024-07-24 12:17:00,40,30,-41.88000000000001,45.95,4.069999999999993
trade_2476,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:54:00,2024-07-24 12:17:00,40,40,-41.88000000000001,45.95,4.069999999999993
trade_2477,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:54:00,2024-07-24 12:17:00,40,50,-41.88000000000001,62.000000000000014,20.120000000000005
trade_2478,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:54:00,2024-07-24 12:17:00,40,30,-41.88000000000001,45.95,4.069999999999993
trade_2479,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:54:00,2024-07-24 12:17:00,40,40,-41.88000000000001,45.95,4.069999999999993
trade_2480,2024-07-24 09:40:00,2024-07-24 15:25:00,104.7,115.3,2024-07-24 10:54:00,2024-07-24 12:17:00,40,50,-41.88000000000001,62.000000000000014,20.120000000000005
trade_2481,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,20,30,-16.209999999999994,-68.10000000000001,-84.31
trade_2482,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,20,40,-16.209999999999994,-68.10000000000001,-84.31
trade_2483,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,20,50,-16.209999999999994,-68.10000000000001,-84.31
trade_2484,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,40,30,-32.42,-68.10000000000001,-100.52000000000001
trade_2485,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,40,40,-32.42,-68.10000000000001,-100.52000000000001
trade_2486,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,40,50,-32.42,-68.10000000000001,-100.52000000000001
trade_2487,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,40,30,-32.42,-68.10000000000001,-100.52000000000001
trade_2488,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,40,40,-32.42,-68.10000000000001,-100.52000000000001
trade_2489,2024-07-25 09:20:00,2024-07-25 15:25:00,81.05,68.2,2024-07-25 09:38:00,,40,50,-32.42,-68.10000000000001,-100.52000000000001
trade_2490,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 11:49:00,2024-07-25 09:42:00,20,30,12.550000000000004,-12.489999999999995,0.06000000000000938
trade_2491,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 11:49:00,2024-07-25 09:42:00,20,40,15.649999999999999,-12.489999999999995,3.1600000000000037
trade_2492,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 11:49:00,2024-07-25 09:42:00,20,50,22.750000000000007,-12.489999999999995,10.260000000000012
trade_2493,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 12:13:00,2024-07-25 09:46:00,40,30,12.550000000000004,-24.980000000000004,-12.43
trade_2494,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 12:13:00,2024-07-25 09:46:00,40,40,15.649999999999999,-24.980000000000004,-9.330000000000005
trade_2495,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 12:13:00,2024-07-25 09:46:00,40,50,22.750000000000007,-24.980000000000004,-2.229999999999997
trade_2496,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 12:13:00,2024-07-25 09:46:00,40,30,12.550000000000004,-24.980000000000004,-12.43
trade_2497,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 12:13:00,2024-07-25 09:46:00,40,40,15.649999999999999,-24.980000000000004,-9.330000000000005
trade_2498,2024-07-25 09:40:00,2024-07-25 15:25:00,55.65,62.45,2024-07-25 12:13:00,2024-07-25 09:46:00,40,50,22.750000000000007,-24.980000000000004,-2.229999999999997
trade_2499,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 09:36:00,,20,30,-25.30000000000001,-126.89999999999999,-152.2
trade_2500,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 09:36:00,,20,40,-25.30000000000001,-126.89999999999999,-152.2
trade_2501,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 09:36:00,,20,50,-25.30000000000001,-126.89999999999999,-152.2
trade_2502,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 10:00:00,,40,30,-50.599999999999994,-126.89999999999999,-177.5
trade_2503,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 10:00:00,,40,40,-50.599999999999994,-126.89999999999999,-177.5
trade_2504,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 10:00:00,,40,50,-50.599999999999994,-126.89999999999999,-177.5
trade_2505,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 10:00:00,,40,30,-50.599999999999994,-126.89999999999999,-177.5
trade_2506,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 10:00:00,,40,40,-50.599999999999994,-126.89999999999999,-177.5
trade_2507,2024-07-26 09:20:00,2024-07-26 15:25:00,126.5,164.35,2024-07-26 10:00:00,,40,50,-50.599999999999994,-126.89999999999999,-177.5
trade_2508,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:00:00,,20,30,-22.169999999999987,-127.24999999999999,-149.41999999999996
trade_2509,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:00:00,,20,40,-22.169999999999987,-127.24999999999999,-149.41999999999996
trade_2510,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:00:00,,20,50,-22.169999999999987,-127.24999999999999,-149.41999999999996
trade_2511,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:19:00,,40,30,-44.34,-127.24999999999999,-171.58999999999997
trade_2512,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:19:00,,40,40,-44.34,-127.24999999999999,-171.58999999999997
trade_2513,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:19:00,,40,50,-44.34,-127.24999999999999,-171.58999999999997
trade_2514,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:19:00,,40,30,-44.34,-127.24999999999999,-171.58999999999997
trade_2515,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:19:00,,40,40,-44.34,-127.24999999999999,-171.58999999999997
trade_2516,2024-07-26 09:40:00,2024-07-26 15:25:00,110.85,181.45,2024-07-26 10:19:00,,40,50,-44.34,-127.24999999999999,-171.58999999999997
trade_2517,2024-07-29 09:20:00,2024-07-29 15:25:00,91.5,152.6,2024-07-29 11:31:00,2024-07-29 10:11:00,20,30,22.549999999999997,-30.52000000000001,-7.970000000000013
trade_2518,2024-07-29 09:20:00,2024-07-29 15:25:00,91.5,152.6,2024-07-29 11:31:00,2024-07-29 10:11:00,20,40,38.400000000000006,-30.52000000000001,7.8799999999999955
trade_2519,2024-07-29 09:20:00,2024-07-29 15:25:00,91.5,152.6,2024-07-29 11:31:00,2024-07-29 10:11:00,20,50,-32.6,-30.52000000000001,-63.12000000000001
trade_2520,2024-07-29 09:20:00,2024-07-29 15:25:00,91.5,152.6,2024-07-29 11:40:00,2024-07-29 12:19:00,40,30,-36.599999999999994,61.5,24.900000000000006
